ID на документ,ПУБЛИКУВАН НА,ID на поръчката,УНП,ЕИК на възложителя,ВЪЗЛОЖИТЕЛ,ПРЕДМЕТ на поръчката,S51.ID,ПРЕДМЕТ на договора,ДОГОВОР НОМЕР,ДАТА на изпращане на АНЕКСА,ЕИК на изпълнителя,ИЗПЪЛНИТЕЛ,ОПИСАНИЕ на измененията,ДОПЪЛНИТЕЛНО,НЕПРИДВИДИМОСТ,СТОЙНОСТ преди изменението,СТОЙНОСТ след изменението,ИЗМЕНЕНИЕ на стойността,ВАЛУТА,DATA_YEAR
1048724,19/12/2024,377093,00081-2019-0094,000093442,Община Варна,"„Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Община Варна ”",1204890,"Обособена позиция №3: „Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Район ""Приморски 1"", Община Варна за 2024 година“",Д24001953ВН,19/12/2024,175442656,Никман Канал сервиз ЕООД- гр.Варна,"§1. Изменя се чл. 5  от договора,  по следния начин: вместо: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция Контрол и санкции в община Варна, да се чете: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция „ИИБ“ в община Варна. §2. Изменя се чл. 7. т 2  от договора, вместо: Чл. 7. (2) Контрол по изпълнение: контролът за надлежно изпълнение ще се осъществява от Дирекция “ Контрол и санкции ” при Община Варна. Контрол по изпълнение на договора по отношение на финансовите параметри ще осъществява Директор на Дирекция “ Контрол и санкции ”. Инвеститорски контрол ще осъществява Дирекция "" Контрол и санкции"", да се чете: Чл. 7. (2) Контрол по изпълнение:  контролът за надлежно изпълнение ще се осъществява от Дирекция „ИИБ“ при Община Варна. Контрол  по финансовите параметри ще осъществява Дирекция „ИИБ"". Инвеститорски контрол ще осъществява Дирекция „ИИБ"".",,"на основание чл.116, ал.1, т.7 от ЗОП и с оглед прехвърляне на длъжности: главен експерт „Озеленяване“ и старши експерт „Регистри зелена система и благоустрояване“ от дирекция „Контрол и санкции“ към дирекция „Инженерна инфраструктура и благоустрояване“, Община Варна",37496.38,37496.38,0,BGN,2024
1048726,19/12/2024,377093,00081-2019-0094,000093442,Община Варна,"„Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Община Варна ”",1204892,"Обособена позиция №4: „Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Район ""Приморски 2"", Община Варна за 2024 година“",Д24001952ВН,19/12/2024,175442656,Никман Канал сервиз ЕООД- гр.Варна,"§1. Изменя се чл. 5  от договора,  по следния начин: вместо: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция Контрол и санкции в община Варна, да се чете: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция „ИИБ“ в община Варна. §2. Изменя се чл. 7. т 2  от договора, вместо: Чл. 7. (2) Контрол по изпълнение: контролът за надлежно изпълнение ще се осъществява от Дирекция “ Контрол и санкции ” при Община Варна. Контрол по изпълнение на договора по отношение на финансовите параметри ще осъществява Директор на Дирекция “ Контрол и санкции ”. Инвеститорски контрол ще осъществява Дирекция "" Контрол и санкции"", да се чете: Чл. 7. (2) Контрол по изпълнение:  контролът за надлежно изпълнение ще се осъществява от Дирекция „ИИБ“ при Община Варна. Контрол  по финансовите параметри ще осъществява Дирекция „ИИБ"". Инвеститорски контрол ще осъществява Дирекция „ИИБ"".",,"на основание чл.116, ал.1, т.7 от ЗОП и с оглед прехвърляне на длъжности: главен експерт „Озеленяване“ и старши експерт „Регистри зелена система и благоустрояване“ от дирекция „Контрол и санкции“ към дирекция „Инженерна инфраструктура и благоустрояване“, Община Варна",12499.28,12499.28,0,BGN,2024
1048728,19/12/2024,377093,00081-2019-0094,000093442,Община Варна,"„Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Община Варна ”",1204894,"Обособена позиция №6: „Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Район ""Владислав Варненчик"", кметство Тополи и кметство Казашко, Община",Д24001954ВН,19/12/2024,175442656,Никман Канал сервиз ЕООД- гр.Варна,"§1. Изменя се чл. 5  от договора,  по следния начин: вместо: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция Контрол и санкции в община Варна, да се чете: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция „ИИБ“ в община Варна. §2. Изменя се чл. 7. т 2  от договора, вместо: Чл. 7. (2) Контрол по изпълнение: контролът за надлежно изпълнение ще се осъществява от Дирекция “ Контрол и санкции ” при Община Варна. Контрол по изпълнение на договора по отношение на финансовите параметри ще осъществява Директор на Дирекция “ Контрол и санкции ”. Инвеститорски контрол ще осъществява Дирекция "" Контрол и санкции"", да се чете: Чл. 7. (2) Контрол по изпълнение:  контролът за надлежно изпълнение ще се осъществява от Дирекция „ИИБ“ при Община Варна. Контрол  по финансовите параметри ще осъществява Дирекция „ИИБ"". Инвеститорски контрол ще осъществява Дирекция „ИИБ"".",,"на основание чл.116, ал.1, т.7 от ЗОП и с оглед прехвърляне на длъжности: главен експерт „Озеленяване“ и старши експерт „Регистри зелена система и благоустрояване“ от дирекция „Контрол и санкции“ към дирекция „Инженерна инфраструктура и благоустрояване“, Община Варна",33246.2,33246.2,0,BGN,2024
1048729,19/12/2024,377093,00081-2019-0094,000093442,Община Варна,"„Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Община Варна ”",1204895,"Обособена позиция №7: „Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Район ""Аспарухово"", кметство Звездица и кметство Константиново, Община В",Д24001960ВН,19/12/2024,103688001,Вирида 1 ЕООД - Варна,"§1. Изменя се чл. 5  от договора,  по следния начин: вместо: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция Контрол и санкции в община Варна, да се чете: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция „ИИБ“ в община Варна. §2. Изменя се чл. 7. т 2  от договора, вместо: Чл. 7. (2) Контрол по изпълнение: контролът за надлежно изпълнение ще се осъществява от Дирекция “ Контрол и санкции ” при Община Варна. Контрол по изпълнение на договора по отношение на финансовите параметри ще осъществява Директор на Дирекция “ Контрол и санкции ”. Инвеститорски контрол ще осъществява Дирекция "" Контрол и санкции"", да се чете: Чл. 7. (2) Контрол по изпълнение:  контролът за надлежно изпълнение ще се осъществява от Дирекция „ИИБ“ при Община Варна. Контрол  по финансовите параметри ще осъществява Дирекция „ИИБ"". Инвеститорски контрол ще осъществява Дирекция „ИИБ"".",,"на основание чл.116, ал.1, т.7 от ЗОП и с оглед прехвърляне на длъжности: главен експерт „Озеленяване“ и старши експерт „Регистри зелена система и благоустрояване“ от дирекция „Контрол и санкции“ към дирекция „Инженерна инфраструктура и благоустрояване“, Община Варна",33332.58,33332.58,0,BGN,2024
1048736,20/12/2024,377093,00081-2019-0094,000093442,Община Варна,"„Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Община Варна ”",1204921,"Обособена позиция №5: „Паркоустрояване-поддържане и изграждане на зелени площи, резитба и отсичане на дървета на територията на Район ""Младост"" и кметство  Каменар, Община Варна за 2024 година“",Д24001956ВН,20/12/2024,201878063,НЕМ Комерс ЕООД,"§1. Изменя се чл. 5  от договора,  по следния начин: вместо: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция Контрол и санкции в община Варна, да се чете: Чл. 5. Начин на възлагането: дейностите/обектите по договора ще се възлагат с възлагателно писмо от Дирекция „ИИБ“ в община Варна. §2. Изменя се чл. 7. т 2  от договора, вместо: Чл. 7. (2) Контрол по изпълнение: контролът за надлежно изпълнение ще се осъществява от Дирекция “ Контрол и санкции ” при Община Варна. Контрол по изпълнение на договора по отношение на финансовите параметри ще осъществява Директор на Дирекция “ Контрол и санкции ”. Инвеститорски контрол ще осъществява Дирекция "" Контрол и санкции"", да се чете: Чл. 7. (2) Контрол по изпълнение:  контролът за надлежно изпълнение ще се осъществява от Дирекция „ИИБ“ при Община Варна. Контрол  по финансовите параметри ще осъществява Дирекция „ИИБ"". Инвеститорски контрол ще осъществява Дирекция „ИИБ"".",,"на основание чл.116, ал.1, т.7 от ЗОП и с оглед прехвърляне на длъжности: главен експерт „Озеленяване“ и старши експерт „Регистри зелена система и благоустрояване“ от дирекция „Контрол и санкции“ към дирекция „Инженерна инфраструктура и благоустрояване“, Община Варна",45570.88,45570.88,0,BGN,2024
1047496,24/04/2024,377208,00081-2019-0102,000093442,Община Варна,"Благоустрояване на междублокови пространства в район „Вл. Варненчик”, ІI-ри микрорайон, включително ул. ”Петър Дертлиев” и ул. „Асен Разцветников”, гр. Варна-оп1",1200733,"Обособена позиция 1:   „Благоустрояване на междублокови пространства в район „Вл. Варненчик”, ІI-ри микрорайон, включително ул. ”Петър Дертлиев” и ул. „Асен Разцветников”, гр. Варна- I етап: Благоустр",Д21000237ВН,24/04/2024,204342601,Инфра експерт АД,"На основание чл.116, ал.1, т.3 от ЗОП и във връзка със следните нововъзникнали обстоятелства: в рамките на изпълнение на обекта се е наложила промяна по чл.154 от ЗУТ, която е процедирана и влязла в сила. Във връзка с извършеното е налице необходимост от удължаване на срока на договора, с цел реализиране на промяната по чл.154 от ЗУТ. Изменя се чл.4, ал.1 от договора:Чл. 4. (1) Срокът на настоящия договор е до 31.07.2024г. С предходно доп.споразумение договора е индексиран.",,"На основание чл.116, ал.1, т.7 от ЗОП и във връзка с чл.5, ал.9 от сключения договор: „Всички изменения, засягащи видове и количества СМР /ако има такива/ ще се отразяват в една заменителна таблица (за строежа), подписана от участниците в строителството. Изпълнението на променените работи, описани в заменителната таблица, ще може да започне едва след подписване на допълнително споразумение към договора за строителство, съгласно разпоредбите на ЗОП и след одобрение от страна на УО /ако се изисква такова/. Измененията не могат да водят до увеличаване на договорената стойност, освен в случаите, когато това се налага във връзка с чл. 116  от ЗОП.“, и възникнала необходимост от изменения, които изменения не водят до промяна на предмета на договора, като за сметка на определен вид работа от КСС ще се изпълнява друг вид работа, е изготвена заменителна таблица подписана от Консултанта, Проектанта, Възложителя  чрез Инвеститорския контрол.",10394975.14,10394975.14,0,BGN,2024
1046799,30/01/2024,382407,00051-2020-0009,000159508,Община Видин,"„Осигуряване на външна техническа помощ за управлението на четири проекта по Оперативна програма „Региони в растеж“ 2014 – 2020” с четири обособени позиции""",1199051,„Осигуряване на външна техническа помощ за управление на проект „Изграждане на социални жилища в град Видин“,АО-02-15-246,30/01/2024,175357483,Адория консулт ЕООД,"Крайният срок за иззпълнение на услугите се променя от 02.06.2023 г. на 28.09.2023 г. предвид периода на спиране на изпълнението по договора от 118 календарни дни, при което общият срок за изпълнение на договора от 30 месеца не се променя.",,"Срокът за изпълнение на услугите и 30 (тридесет) месеца от получаване на Възлагателно писмо за започване на изпълнение по договора от Възложителя и за осигуряване на финансиране по проект „Изграждане на социални жилища в град Видин “ Изпълнението на Договор АО-02-15-246/ 27.11.2020г. е било спряно от 19.10.2021г. до 13.02.2022г., т.е 118 календарни дни. Съгласно разпоредбата на чл. 36, ал. 2, т.2 , изречение последно от Договор № АО-02-15-246/27.11.2020г. срокът на договора с изпълнителя се удължава с времето, за което изпълнението на договора е било спряно, а именно с 118 календарни дни, при което срокът за изпълнение на услугите се променя от 02.06.2023 г. на 28.09.2023г.",14700,14700,0,BGN,2024
1046808,30/01/2024,382407,00051-2020-0009,000159508,Община Видин,"„Осигуряване на външна техническа помощ за управлението на четири проекта по Оперативна програма „Региони в растеж“ 2014 – 2020” с четири обособени позиции""",1199060,Осигуряване на външна техническа помощ за управлението на проект: „Въвеждане на мерки за енергийна ефективност в многофамилни жилищни сгради на територията на град Видин“,АО-02-15-248,30/01/2024,175357483,Адория консулт ЕООД,"Крайният срок за изпълнение на услугите се променя „Срокът за изпълнение на услугите е от получаване на Възлагателно писмо за започване на изпълнение по договора от Възложителя и приключва с изпълнение на всички поети ангажимементи, но не по-късно от 31.12.2023 г., във връзка със срока за изпълнението на проект „Въвеждане на мерки за енергийна ефективност в многофамилни жилищни сгради на територията на град Видин“ по ОП „Региони в растеж“ 2014-2020 г.",,"на основание чл. 116, ал. 1, т. 3 и т. 7, във връзка с чл. 116, ал. 5 от ЗОП, във връзка с чл. 5 от Договор № BG16RFOP001-1.010-0003-C01-U-01/27.11.2020г. (със сигнатура № АО-02-15-248/27.11.2020г.) и поради удължаване на крайния срок на Договор № BG16RFOP001-1.010-0003-C01 между УО на ОПРР 2014 - 2020 и Община Видин по проект „Въвеждане на мерки за енергийна ефективност в многофамилни жилищни сгради на територията на град Видин“ по ОП „Региони в растеж“ 2014 – 2020г., определящ крайния срок за изпълнение на Договор № АО-02-15-248/27.11.2020 г. и като взеха предвид следните обстоятелства: Срокът за изпълнение на Договор № BG16RFOP001-1.010-0003-C01 между УО на ОПРР 2014 - 2020 и Община Видин е удължен до 31.12.2023. г. поради обстоятелства, които са засегнали изпълнението и на Договор № АО-02-15-248/27.11.2020 г. (договора за външна техническа помощ за управлението на проект).",29700,29700,0,BGN,2024
1046848,31/01/2024,338032,00009-2016-0005,000614895,Община Девин,"„Изработване на работни/технически проекти, КСС на обекти, с които ще кандидатства община Девин за финансиране по ПРСР 2014-2020 по шест обособени позиции“",1199100,„Изграждане и рехабилитация на външна и вътрешна водоснабдителна система и съоръжения на три села в Община Девин“.,Д-621,31/01/2024,124048570,ДОМИ - 97 ООД -Добрич,"чл.116, ал. 1, т. 7 от ЗОП и обстоятелството Съгласно възложеното в предмета на ДОГОВОР № Д-621/19.09.2016 г., след окончателното предаване на актуализираните проекти и установяване на действителната дължина на водопроводите се определи окончателна сума на възнаграждението по Раздел II. ЦЕНИ И НАЧИН НА ПЛАЩАНЕ, чл. 2.11 и чл. 2.1.1 от ДОГОВОРА и общото възнаграждение е в размер на 44 470,18 лв. без ДДС и 53 364,22 с ДДС, разпределено по обекти: - Водопровод с. Беден - 18 428,96 лв. без ДДС - Водопровод с. Брезе - 16 544,48 лв. без ДДС - Водопровод с. Михалково - 9 496,74 лв. без ДДС Аванса по чл. 2.2.1. в размер на 980,21 лв. с ДДС по фактура № 368 от 25.11.2016 г. се приспада по обекти както следва: - Водопровод с. Беден - 272,32 лв. без ДДС - Водопровод с. Брезе - 311,16 лв. без ДДС - Водопровод с. Михалково - 233,31 лв. без ДДС.",,"чл.116, ал. 1, т. 7 от ЗОП и обстоятелството Съгласно възложеното в предмета на ДОГОВОР № Д-621/19.09.2016 г., след окончателното предаване на актуализираните проекти и установяване на действителната дължина на водопроводите се определи окончателна сума на възнаграждението по Раздел II. ЦЕНИ И НАЧИН НА ПЛАЩАНЕ, чл. 2.11 и чл. 2.1.1 от ДОГОВОРА и общото възнаграждение е в размер на 44 470,18 лв. без ДДС и 53 364,22 с ДДС, разпределено по обекти: - Водопровод с. Беден - 18 428,96 лв. без ДДС - Водопровод с. Брезе - 16 544,48 лв. без ДДС - Водопровод с. Михалково - 9 496,74 лв. без ДДС Аванса по чл. 2.2.1. в размер на 980,21 лв. с ДДС по фактура № 368 от 25.11.2016 г. се приспада по обекти както следва: - Водопровод с. Беден - 272,32 лв. без ДДС - Водопровод с. Брезе - 311,16 лв. без ДДС - Водопровод с. Михалково - 233,31 лв. без ДДС.",44470.18,44470.18,0,BGN,2024
1048615,09/12/2024,361535,00068-2018-0010,000903533,Община Димитровград,"Обществен превоз на пътници по утвърдени маршрутни разписания на автобусни линии от републиканската, областната и общинската транспортни схеми по 4 обособени позиции",1204558,Обособена позиция № 4 Обществен превоз на пътници по автобусна линия Димитровград – София,Дог-ОС-975,09/12/2024,121444454,Юнион Ивкони ООД - София,"Чл.1. Страните се съгласяват и изменят срок на действие, регламентиран в чл.4 от договора за срок до провеждане и приключване на процедура за възлагане на превоза по реда на Закона за обществените поръчки или Закона за концесиите, но не по – дълъг от дванадесет месеца, считано от 01.01.2024 г., което от двете събития настъпи по-рано.",,"на основание Решение № РД-13-126/28.12.2023 г. на Областен управител на област Хасково, с което се допуска спешна мярка чрез пряко възлагане по автобусна линия София – Димитровград от квотата на община Димитровград, съгласно разпоредбата на член 5, параграф 5 от Регламент (ЕО) № 1370/2007 на Европейския парламент на Съвета от 23 октомври 2007 г., относно обществените услуги за пътнически превоз с железопътен и автомобилен транспорт и чл.16д, ал. 6 от Наредба № 2/15.03.2002 г., издадена от Министерството на транспорта и съобщенията, се сключи настоящото Допълнително споразумение за удължаване срока на действие на договора с 12 месеца.",25000,25000,0,BGN,2024
1046979,15/02/2024,360654,00904-2018-0004,000776235,Община Драгоман,"Избор на изпълнител за изготвяне на работен проект за обект: ""Реконструкция, рехабилитация и доизграждане на част от канализационната, водопроводната и уличната мрежа в гр. Драгоман, община Драгоман""",1199491,"Избор на изпълнител за изготвяне на работен проект за обект: ""Реконструкция, рехабилитация и доизграждане на част от канализационната, водопроводната и уличната мрежа в гр. Драгоман, община Драгоман""",Д-19-047,15/02/2024,200285252,Стройнорм ЕООД - гр.София - Стройнорм ООД (старо наименование),"Допълва чл.3, както следва : Чл. 3. (4) Плащанията по остатъка от договорa в размер до 38 400,000 лв. с ДДС се извършват, както следва: 1.  Остатъкът от сумата за  изготвяне на работен проект по чл.2, ал.1, т.1 в размер на 29 750,00 лева без ДДС, съответно 35 700,00 лева с ДДС се изплаща в 10-дневен срок от влизане в сила на Бюджет 2024 на община Драгоман. (5) Плащане за упражнен авторски надзор - в размер до 100 % (сто процента) от цената по чл.2, ал.1, т.2 от договорa след приспадане на сумите за изпълняване на авторски надзор по Доп споразумение № 1 към Договор № Д-19-047/ 06.06.2019 в размер на 2 250,00 лева без ДДС, съответно 2 700,00 лева с ДДС но не повече от съответната стойност на финансирането в 10 дневен срок от датата на подписване на Акт 15 (6) Плащането за упражнен авторски надзор се извършва на база протоколи за установяване на  вложеното време и хонорар сметки за заплащане на възнаграждение  за извършване на авторски надзор (по образци)).",,"Като се взе предвид Допълнително споразумение № 1 от 14.12.2023 г. към Споразумение № РД-02-30-149/27.10.2022 г. за финансиране на обект: „Извършване на строително монтажни работи на обект: „Реконструкция, и доизграждане на част от канализационната, водопроводната и уличната мрежа в гр. Драгоман, община Драгоман“ сключен между Министерства на регионалното развитие и благоустройство на България и Община Драгоман,; Като се взе предвид, че отпуснатите средства от МРРБ по програма „Устройство на територията, благоустройство, геозащита, водоснабдяване и канализация“, като трансфер при условията на горецитираното Допълнително споразумение № 1 към към Споразумение № РД-02-30-149/27.10.2022 г. покрива разходите за упражняване на авторски надзор, но не и за проектиране на основание чл. 116, ал.1, т.3 от Закона за обществените поръчки се сключи настоящото допълнително споразумение",72300,72300,0,BGN,2024
1047322,29/03/2024,370270,00099-2019-0005,000776259,Община Етрополе,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",1200359,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",00099-2019-0005,29/03/2024,175340669,Климатроник ЕООД - София,"Изпълнeнение на допълнителни количества строително-монтажни работи,които при изпълнение на дейностите са обективно необходими да бъдат извършени за издаване на разрешение за ползване на обекта, в рамките на стойността на непредвидените разходи на Етап 2, съгласно чл. 4, ал. 2, т.2 от към  Договор № ОбП-4/11.05.2020 г., на обща стойност 21 926.62 лева без ДДС.","Извършване на допълнителни количества строително-монтажни работи, предвид настъпилите непредвидени обстоятелства възникнали след сключването на договора, довели до необходимост от извършването им и с оглед на това, че към момента на разработване и одобряване на инвестиционния проект, обективно не са могли да бъдат предвидени, но при изпълнение на дейностите са обективно необходими да бъдат извършени за издаване на разрешение за ползване на обекта, в рамките на стойността на непредвидените разходи на Етап 2, съгласно чл. 4, ал. 2, т. 2 от Договор № ОбП-4/11.05.2020 г., на обща стойност 21 926.62 без ДДС.",,1673868.67,16737454.4,15063585.73,BGN,2024
1047323,29/03/2024,370270,00099-2019-0005,000776259,Община Етрополе,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",1200360,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",00099-2019-0005,29/03/2024,175340669,Климатроник ЕООД - София,"За изпълнение работи по Етап 3, приети с Примо.предавателен протокол № 2/28.03.2023 г. на обща стойност 70957.80 лв. без ДДС, съответно 85149.36 с ДДС, цената се идндексира с 34.61% или стойността на подлежащите на плащени изпълнени строително.монтажни работи е в размер на 95 516.29 лв. без ДДС, съответно 114 619.55 лв. с ДДС.","Поради съществено увеличение на цените на основните стоки и материали в резултат на инфлация, се налага изменение на цената на договора в съответствие с чл. 117а от ЗОП",,1602910.87,1673868.67,70957.8,BGN,2024
1047324,29/03/2024,370270,00099-2019-0005,000776259,Община Етрополе,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",1200361,"„Реконструкция на участъци от улични водопроводни клонове на територията на гр. Етрополе, община Етрополе“",00099-2019-0005,29/03/2024,175340669,Климатроник ЕООД - София,"Изпълнeнение на допълнителни количества строително-монтажни работи,които при изпълнение на дейностите са обективно необходими да бъдат извършени за издаване на разрешение за ползване на обекта, в рамките на стойността на непредвидените разходи на Етап 3, съгласно чл. 4, ал. 2, т.3 от към  Договор № ОбП-4/11.05.2020 г., на обща стойност 21 734.69 лева без ДДС.","Извършване на допълнителни количества строително-монтажни работи, предвид настъпилите непредвидени обстоятелства възникнали след сключването на договора, довели до необходимост от извършването им и с оглед на това, че към момента на разработване и одобряване на инвестиционния проект, обективно не са могли да бъдат предвидени, но при изпълнение на дейностите са обективно необходими да бъдат извършени за издаване на разрешение за ползване на обекта, в рамките на стойността на непредвидените разходи на Етап 3, съгласно чл. 4, ал. 2, т. 3 от Договор № ОбП-4/11.05.2020 г., на обща стойност 21 734.69 без ДДС.",,1603000.1,1602910.87,-89.23,BGN,2024
1047038,22/02/2024,382666,00060-2020-0010,000852697,Община Каварна,"ИЗВЪРШВАНЕ НА СТРОИТЕЛНИ И МОНТАЖНИ РАБОТИ ЗА ТЕХНИЧЕСКА И БИОЛОГИЧНА РЕКУЛТИВАЦИЯ НА ДЕПО ЗА ОТПАДЪЦИ, РАЗПОЛОЖЕНО В ЗЕМЛИЩЕТО НА ГР. КАВАРНА (ПИ 35064.50.175)",1199587,"Извършване на строителни и монтажни работи за техническа и биологична рекултивация на депо за отпадъци, разположено в землището на гр. Каварна (ПИ 35064.50.175)",421,22/02/2024,204736650,Хидрострой България ЕООД - Силистра,"Цената на Договора се изменя, като изменението се извършва чрез прилагане на Методика за изменение на цената на договор за обществена поръчка в резултат на инфлация, приета с Постановление на Министерски съвет на Република България № 290 от 27 септември, 2022 г. (2) Общото увеличение на цената на договора, съгласно чл. 1 от настоящия анекс, е с 3 586,08 (три хиляди петстотин осемдесет и шест лева и осем стотинки) лева без ДДС, представляващи 0,43% (нула цяло четиридесет и три на сто) от общата цена по договора, което не надхвърля с повече от 50 на сто стойността на основния договор, съгласно чл.116, ал.2 от ЗОП. Общата цена по договора в чл. 7, ал.1 от същия се изменя, както следва: Вместо: 826 336,67 (осемстотин двадесет и шест хиляди триста тридесет и шест лева и шестдесет и седем стотинки) без ДДС Се променя на: 829 922,75 (осемстотин двадесет и девет хиляди деветстотин двадесет и два лева и седемдесет и пет стотинки) лева без ДДС.",,"Цената на Договора се изменя, като изменението се извършва чрез прилагане на Методика за изменение на цената на договор за обществена поръчка в резултат на инфлация, приета с Постановление на Министерски съвет на Република България № 290 от 27 септември, 2022 г.",826336.67,829922.75,3586.08,BGN,2024
1046634,22/01/2024,376515,00119-2019-0014,000817778,Община Казанлък,Строително-монтажни и консервационно-реставрационни работи за обект Тракийска гробница и култов комплекс „Оструша“,1198825,Строително-монтажни и консервационно-реставрационни работи за обект Тракийска гробница и култов комплекс „Оструша“,Д07-3,19/01/2024,206132758,ПИ ЕС ПИ ЕАД,"Изменя се чл. 4, т.4.4 от Договора и придобива следното съдържание: Окончателно плащане до размера на уговореното в договора възнаграждение, се извършва въз основа на следните документи: - Констативен акт за установяване годността за приемане на строежа /Приложение № 15 към чл. 7, ал. 3, т. 15 от Наредба № 3/31.07.2003 г./; - Окончателен доклад от Изпълнителя за извършените СМР/СРР, с приложени към него документи - надлежни доказателства за качеството на извършваните видове СМР, съгласно договора за обществена поръчка; - Окончателен доклад от Консултанта, осъществяващ строителен надзор; -Окончателен протокол за изпълнени СМР, съставен от Изпълнителя; - Оригинал на разходооправдателен документ за дължимата сума, съдържаща всички реквизити, съгласно българското законодателство и текста „Разходът е по Договор за обществена поръчка с предмет „Консервация ,реставрация и социализация на  Тракийска гробница и култов комплекс „Оструша“",,"чл. 116, ал.1, т. 3 от ЗОП",1801001.41,1801001.41,0,BGN,2024
